ID,DOI,Abstract
103,10.1016/j.envpol.2016.03.074,"More than 35 million people in coastal Bangladesh are vulnerable to increasing freshwater salinization. This will continue to affect more people and to a greater extent as climate change projections are realised in this area in the future. However the evidence for health effects of consuming high salinity water is limited. This research examined the association between drinking water salinity and blood pressure in young adults in coastal Bangladesh. We conducted a cross-sectional study during May-June 2014 in a rural coastal sub-district of Bangladesh. Data on blood pressure (BP) and salinity of potable water sources was collected from 253 participants aged 19–25 years. A linear regression method was used to examine the association between water salinity exposure categories and systolic BP (SBP) and diastolic BP (DBP) level. Sixty five percent of the study population were exposed to highly saline drinking water above the Bangladesh standard (600 mg/L and above). Multivariable linear regression analyses identified that compared to the low water salinity exposure category (<600 mg/L), those in the high water salinity category (>600 mg/L), had statistically significantly higher SBP (B 3.46, 95% CI 0.75, 6.17; p = 0.01) and DBP (B 2.77, 95% CI 0.31, 5.24; p = 0.03). Our research shows that elevated salinity in drinking water is associated with higher BP in young coastal populations. Blood pressure is an important risk factor of hypertension and cardiovascular diseases. Given the extent of salinization of freshwater in many low-lying countries including in Bangladesh, and the likely exacerbation related to climate change-induced sea level rise, implementation of preventative strategies through dietary interventions along with promotion of low saline drinking water must be a priority in these settings."
104,10.1016/j.envint.2019.01.045,"Background Several epidemiological studies have shown that blood pressure changes with temperature based on the daily temperature and linear relationship assumption. However, little is known about the true curve shape of the relationship between temperature and blood pressure. Objectives The objective of this study was to investigate the non-linear relationship between hourly temperature and blood pressure. Methods This is a prospective panel study comprising 100 participants in Suzhou, China. The blood pressure of each participant was measured >50 times between October 2013 and January 2016. Hourly temperature data were derived from the nearest monitoring station owned by the China Meteorological Administration. A Distributed Lag Nonlinear Model (DLNM) was used to investigate the relationship between hourly temperature and blood pressure. Results We found that the relationship between hourly temperature and blood pressure was parabolic. Short-term exposure to hourly temperatures had significant cold and heat effects on systolic blood pressure (SBP), diastolic blood pressure (DBP), pulse pressure (PP), and mean arterial pressure (MAP). The hourly temperature had a significant lag effect on blood pressure, with a lag time of 0–5h. Alcohol users were more sensitive to the cold effects of hourly temperature, and the diabetic population was more sensitive to the heat effects of hourly temperature on PP. Conclusion Temperature imparts short-term effects on blood pressure. Therefore, timely protective measures during cold waves or cold weather are beneficial to maintain stable blood pressure levels to reduce the risk of blood pressure related diseases."
105,10.3109/08958378.2016.1171934,"Background: Waterpipe smoking is becoming a popular way of tobacco use in the world. Its acute effects on the cardiovascular system are not well investigated. Materials and methods: This is a trial designed to evaluate the acute effects of waterpipe smoking on blood pressure (BP) and heart rate (HR) in healthy adults. Individuals who ordered waterpipe in 6 Lebanese restaurants were enrolled (cases) and were compared to controls who consisted of subjects who were sitting at the same table of smokers but who did not smoke (passive smokers) and of subjects who were sitting in nonsmoking sections (nonsmokers). BP and HR were measured immediately before and 15min after smoking or at baseline and 15min later in controls. Results: A total of 194 subjects were enrolled: 101 waterpipe smokers, 51 passive smokers, and 42 nonsmokers. Systolic and diastolic BP and HR significantly increased after 15min of smoking in cases (mean 3.1mm Hg (95% CI 0.8–5.5; p=0.009) for systolic BP, 2.1 mm Hg (95% CI 0–4.2; p=0.053) for diastolic BP, and 6.3 beats/minute (95% CI 4.3–8.3; p<0.001) for HR, but did not change in controls. Conclusions: Waterpipe smoking for duration as short as 15min has acute hemodynamic effects and significantly increases systolic BP and HR."
106,- missing https://www.termedia.pl/Journal/-19/pdf-27362-10?filename=the%20diagnostic.pdf,"Results: The mean supSBP and supDBP were found to be lower than OSBP and ODBP (130.9±14.2 vs. 136.6±15.5 mm Hg and 84.8±9.4 vs. 87.8±10.2 mm Hg, respectively; p< 0.000001). The correlations between ABP and supBP/OBP were moderate and strong (correlation coefficients in range 0.55–0.76). The ROC analysis revealed that mean supBP≥ 130/80 mm Hg was more precise than OBP≥ 140/90 mm Hg in diagnosing hypertension (AUC: 0.820 vs. 0.550; sensitivity 80.7% vs. 57.4%; specificity 83.2% vs. 52.7%; p< 0.0001) and the additive value derived mostly from its higher predictive power of identifying patients with increased night-time BP. Conclusions: In young and middle-aged hypertensive patients the blood pressure during a 10-minute supine rest was lower than in the sitting position. The supine blood pressure≥ 130/80 mm Hg was found to be a specific and sensitive threshold for hypertension."
107,10.1161/HYPERTENSIONAHA.119.12958,"Participant-level meta-analyses assessed the age-specific relevance of office blood pressure to cardiovascular complications, but this information is lacking for out-of-office blood pressure. At baseline, daytime ambulatory (n=12 624) or home (n=5297) blood pressure were measured in 17 921 participants (51.3% women; mean age, 54.2 years) from 17 population cohorts. Subsequently, mortality and cardiovascular events were recorded. Using multivariable Cox regression, floating absolute risk was computed across 4 age bands (≤60, 61–70, 71–80, and >80 years). Over 236 491 person-years, 3855 people died and 2942 cardiovascular events occurred. From levels as low as 110/65 mm Hg, risk log-linearly increased with higher out-of-office systolic/diastolic blood pressure. From the youngest to the oldest age group, rates expressed per 1000 person-years increased (P<0.001) from 4.4 (95% CI, 4.0–4.7) to 86.3 (76.1–96.5) for all-cause mortality and from 4.1 (3.9–4.6) to 59.8 (51.0–68.7) for cardiovascular events, whereas hazard ratios per 20-mm Hg increment in systolic out-of-office blood pressure decreased (P≤0.0033) from 1.42 (1.19–1.69) to 1.09 (1.05–1.12) and from 1.70 (1.51–1.92) to 1.12 (1.07–1.17), respectively. These age-related trends were similar for out-of-office diastolic pressure and were generally consistent in both sexes and across ethnicities. In conclusion, adverse outcomes were directly associated with out-of-office blood pressure in adults. At young age, the absolute risk associated with out-of-office blood pressure was low, but relative risk high, whereas with advancing age relative risk decreased and absolute risk increased. These observations highlight the need of a lifecourse approach for the management of hypertension."
108,10.1001/jama.2019.10575,"Importance The association between late-life blood pressure (BP) and cognition may depend on the presence and chronicity of past hypertension. Late-life declines in blood pressure following prolonged hypertension may be associated with poor cognitive outcomes. Objective To examine the association of midlife to late-life BP patterns with subsequent dementia, mild cognitive impairment, and cognitive decline. Design, Setting, and Participants The Atherosclerosis Risk in Communities prospective population-based cohort study enrolled 4761 participants during midlife (visit 1, 1987-1989) and followed-up over 6 visits through 2016-2017 (visit 6). BP was examined over 24 years at 5 in-person visits between visits 1 and 5 (2011-2013). During visits 5 and 6, participants underwent detailed neurocognitive evaluation. The setting was 4 US communities: Washington County, Maryland; Forsyth County, North Carolina; Jackson, Mississippi; and Minneapolis, Minnesota. Follow-up ended on December 31, 2017. Exposures Five groups based on longitudinal patterns of normotension, hypertension (>140/90 mm Hg), and hypotension (<90/60 mm Hg) at visits 1 to 5. Main Outcomes and Measures Primary outcome was dementia onset after visit 5, based on Ascertain Dementia-8 informant questionnaires, Six-Item Screener telephone assessments, hospital discharge and death certificate codes, and the visit 6 neurocognitive evaluation. Secondary outcome was mild cognitive impairment at visit 6, based on the neurocognitive evaluation. Results Among 4761 participants (2821 [59%] women; 979 [21%] black race; visit 5 mean [SD] age, 75 [5] years; visit 1 mean age range, 44-66 years; visit 5 mean age range, 66-90 years), there were 516 (11%) incident dementia cases between visits 5 and 6. The dementia incidence rate for participants with normotension in midlife (n=833) and late life was 1.31 (95% CI, 1.00-1.72 per 100 person-years); for midlife normotension and late-life hypertension (n=1559), 1.99 (95% CI, 1.69-2.32 per 100 person-years); for midlife and late-life hypertension (n=1030), 2.83 (95% CI, 2.40-3.35 per 100 person-years); for midlife normotension and late-life hypotension (n=927), 2.07 (95% CI, 1.68-2.54 per 100 person-years); and for midlife hypertension and late-life hypotension (n=389), 4.26 (95% CI, 3.40-5.32 per 100 person-years). Participants in the midlife and late-life hypertension group (hazard ratio [HR], 1.49 [95% CI, 1.06-2.08]) and in the midlife hypertension and late-life hypotension group (HR, 1.62 [95% CI, 1.11-2.37]) had significantly increased risk of subsequent dementia compared with those who remained normotensive. Irrespective of late-life BP, sustained hypertension in midlife was associated with dementia risk (HR, 1.41 [95% CI, 1.17-1.71]). Compared with those who were normotensive in midlife and late life, only participants with midlife hypertension and late-life hypotension had higher risk of mild cognitive impairment (37 affected individuals (odds ratio, 1.65 [95% CI, 1.01-2.69]). There was no significant association of BP patterns with late-life cognitive change. Conclusions and Relevance In this community-based cohort with long-term follow-up, sustained hypertension in midlife to late life and a pattern of midlife hypertension and late-life hypotension, compared with midlife and late-life normal BP, were associated with increased risk for subsequent dementia. Over 24 years plus follow-up, this community-based cohort study monitored individuals categorized by midlife and late-life blood pressure levels to evaluate association between blood pressure levels and incident dementia."
109,10.1016/j.amjcard.2007.03.055,"Multiple studies have documented an increased incidence of cardiovascular events in the winter, but the pathophysiological mechanisms remain incompletely understood. We hypothesized that brachial flow and flow-mediated dilation (FMD) would vary by season and temperature. We related season and temperature to ultrasonic brachial artery endothelium-dependent FMD% (n=2587), baseline flow velocity and maximal reactive hyperemia (n=1973) in the Framingham Offspring cohort (mean age 61±10 years; 53% women). We obtained outdoor temperature from National Climate Data Center records for Bedford, Massachusetts (about 14 miles from testing site) and we measured the examination room temperature. In multivariable models, FMD% was highest in summer and lowest in winter (3.01±0.09 vs. 2.56±0.10%, respectively; P=0.02 for differences across all 4 seasons). FMD% was highest in the warmest and lowest in the coldest outdoor temperature quartiles. In stepwise models adjusting for risk factors, and selecting among season, outdoor temperature, and room temperature, FMD% was associated with season (P=0.02); temperature did not enter the model. In contrast, hyperemic flow velocity was significantly lower for cooler, and higher for warmer room temperatures (P=0.02 overall); season did not enter the model. Season, outdoor and room temperature were each retained in a stepwise model of baseline flow velocity (P<0.0001, P=0.02, P<0.0001, respectively). In conclusion, we observed a significant association between season and FMD. Microvascular vasodilator function, as reflected by hyperemic flow, was more strongly related to temperature than season. In conclusion, we speculate that endothelial dysfunction may be 1 of the mechanisms influencing seasonal variation in cardiovascular events."
110,10.1016/j.numecd.2006.02.005,"Objective: To investigate the association between the degree of adiposity, assessed using the international reference values for body mass index (BMI) of the International Obesity Task Force (IOTF), the fat distribution pattern and the blood pressure (BP) profile in children. Methods: Anthropometric indices and blood pressure were measured in 3923 children aged 6-11 years in southern Italy. Results: The prevalence of overweight and obesity (by IOTF references) and pediatric hypertension was, respectively: 27, 21 and 10% for boys; 25, 21 and 14% for girls. Body mass index and waist z-scores were the strongest determinants of BP by regression analysis. Overweight and obesity were associated with a greater tendency for central fat deposition and higher BP (waist, cm; boys: 59.2+/-6.0, 69.5+/-7.9, 79.0+/-9.7; girls: 58.8+/-6.5, 68.2+/-7.4, 75.3+/-8.9; SBP/DBP, mmHg; boys: 94/60+/-12/9, 99/62+/-13/8, 103/64+/-15/10; girls: 93/59+/-12/9, 99/62+/-14/9, 101/63+/-14/9; normal weight, overweight and obese, respectively; P<0.0001; M+/-SD), and a higher risk of hypertension (overweight: RR=2.33; 95% CI 1.76-3.08; obesity: RR=3.69; 95% CI 2.78-4.90), independent of age, physical activity, birth weight, parental adiposity and education. Among normal weight children, 99% had waist <85th percentile and 93% were normotensive. Conclusions: Overweight and obese children, identified according to the IOTF growth charts, are characterized by a central fat distribution pattern and higher BP."
111,10.1136/bmjopen-2020-040524,"Objectives To clarify whether or not the antihypertensive drug effect is proportional to the baseline pretreatment self-measured home blood pressure (HBP) in accordance with the law of initial value (Wilder’s law). Design A post-hoc analysis of a multicentre clinical trial. Setting Outpatients across Japan with mild-to-moderate essential hypertension. Participants Among 3518 randomised participants, 2423 who self-measured HBP during the pretreatment drug-free period (10–28 days after starting fixed-dose antihypertensive monotherapy) with a mean 7.0 years follow-up were eligible. Main outcome measures We analysed individual HBP readings during pretreatment and monotherapy. Results The day-to-day HBP during both the pretreatment period and monotherapy period remains almost the same throughout each period; the results were consistent, regardless of the pretreatment HBP. Following monotherapy, the reduction in the HBP increased by 2.2 mm Hg (95% CI: 1.8 to 2.5 mm Hg) per 10 mm Hg pretreatment HBP increase, up to 11.0 mm Hg (95% CI: 9.9 to 12.0 mm Hg) among patients with an HBP ≥165 mm Hg during pretreatment. Among the 1005 patients receiving low-dose monotherapy (defined daily dose: 0.5 units), the reduction peaked at 8.9–9.1 mm Hg in those with pretreatment HBP 155–164 mm Hg and ≥165 mm Hg (p=0.88). Conclusions According to Wilder’s law, the HBP reduction due to fixed-dose monotherapy was proportional to the pretreatment HBP without any regression to the mean phenomenon. With low-dose antihypertensive drugs, however, the HBP reduction peaked in patients with a high pretreatment HBP, indicating the need for such patients to receive a sufficient amount of antihypertensive drug medication at the initial treatment."
112,10.3967/bes2021.014,"Objective: The relationship between outdoor temperature and blood pressure (BP) has been inconclusive. We analyzed data from a prospective cohort study in northwestern China to investigate the effect of outdoor temperature on BP and effect modification by season. Methods: A total of 32,710 individuals who participated in both the baseline survey and the first follow-up in 2011-2015 were included in the study. A linear mixed-effect model and generalized additive mixed model (GAMM) were applied to estimate the association between outdoor temperature and BP after adjusting for confounding variables. Results: The mean differences in systolic blood pressure (SBP) and diastolic blood pressure (DBP) between summer and winter were 3.5 mmHg and 2.75 mmHg, respectively. After adjusting for individual characteristics, meteorological factors and air pollutants, a significant increase in SBP and DBP was observed for lag 06 day and lag 04 day, a 0.28 mmHg (95% CI: 0.27-0.30) per 1 °C decrease in average temperature for SBP and a 0.16 mmHg (95% CI: 0.15-0.17) per 1 °C decrease in average temperature for DBP, respectively. The effects of the average temperature on both SBP and DBP were stronger in summer than in other seasons. The effects of the average temperature on BP were also greater if individuals were older, male, overweight or obese, a smoker or drinker, or had cardiovascular diseases (CVDs), hypertension, and diabetes. Conclusions: This study demonstrated a significant negative association between outdoor temperature and BP in a high-altitude environment of northwest China. Moreover, BP showed a significant seasonal variation. The association between BP and temperature differed by season and individuals' demographic characteristics (age, gender, BMI), unhealthy behaviors (smoking and alcohol consumption), and chronic disease status (CVDs, hypertension, and diabetes)."
113,10.1016/j.scitotenv.2019.135762,"Background: Limited evidence is available regarding the potential heterogeneity of ambient temperature on blood pressure (BP) in various climate zones. Objectives: To explore the effect of daily ambient temperature on BP in various climate zones across 31 provinces in China. Methods: A representative population sample (n = 451,770) were obtained from the China Hypertension Survey study (CHS) from October 2012 to December 2015. Survey seasons were divided into warm and cold seasons. Survey sites were divided into three climate zones as subtropical, temperate monsoon and temperate continental zones. Results: After adjustment for confounders, an overall 10 °C decrease in ambient temperature was statistically associated 0.74 mmHg (95% CI: 0.69, 0.79) and 0.60 mmHg (95% CI: -0.63, -0.57) rise for SBP and DBP, respectively. In the warm season, U-shaped exposure-response curves were observed between ambient temperature and BP in temperate monsoon and continental zones, and liner curves in other zones. A greater SBP change due to a lower temperature was observed in subtropical zones, so did DBP in temperate continental zones, especially for cold season. Female, rural and elderly populations were more susceptible to cold weather than their counterparts. Discussion: There is a geographical disparity between temperature and BP across different climate zones, which should been taken into consideration when maintaining stable blood pressure levels."
114,10.1097/HJH.0b013e32835465b5,"Objectives Mean blood pressure varies moderately with outdoor air temperature in many Western populations. Substantial uncertainty exists, however, about the strength of the relationship in other populations, and the relevance to it of age, adiposity, medical treatment, climate and housing conditions.
Methods To investigate the relationship of blood pressure with season and outdoor temperature, we analysed cross-sectional data from the China Kadoorie Biobank study of 506 673 adults aged 30-79 recruited from ten diverse urban and rural regions in China. Analyses related mean blood pressure – overall and in various subgroups – to mean local outdoor temperature.
Results The mean difference in systolic blood pressure (SBP) between summer (June-August) and winter (December-February) was 10 mmHg overall, and was more extreme, on average, in rural than in urban areas (12 vs. 8 mmHg; p for interaction<0.0001). Above 5°C, SBP was strongly inversely associated with outdoor temperature in all ten areas studied, with 5.7 (SE 0.04) mmHg higher SBP per 10°C lower outdoor temperature. The association was stronger in older people and in those with lower body mass index. At lower temperatures there was no evidence of an association among participants who reported having home central heating.
Conclusions Blood pressure was strongly inversely associated with outdoor temperature in Chinese adults across a range of climatic conditions, although access to home central heating appeared to remove much of the association during the winter months. Seasonal variation in blood pressure should be considered in the clinical management of hypertension."
115,10.1097/00004872-200211000-00017,"Objective: To examine the relationship between the normal nocturnal decline in blood pressure and the risk of cardiovascular mortality in individuals with and without high 24-h blood pressure values. Methods: We obtained 24-h ambulatory blood pressure readings from 1542 residents of Ohasama, Japan, who were aged 40 years or more and were representative of the Japanese general population. We then followed up their survival for a mean of 9.2 years. The relationship was analysed using a Cox proportional hazards model adjusted for possible confounding factors. Results: There was a linear relationship between the nocturnal decline in blood pressure and cardiovascular mortality. On average, each 5% decrease in the decline in nocturnal systolic/diastolic blood pressure was associated with an approximately 20% greater risk of cardiovascular mortality. There were no significant interactions for the risk between 24-h systolic/diastolic blood pressure values and continuous values for the nocturnal decline in blood pressure ( for interaction 0.6). Even when 24-h blood pressure values were within the normal range ( 135/80 mmHg, average 118/69 mmHg), diminished nocturnal decreases in systolic/diastolic blood pressure were associated with an increased risk of cardiovascular mortality. Conclusions: This is the first study to demonstrate that a diminished nocturnal decline in blood pressure is a risk factor for cardiovascular mortality, independent of the overall blood pressure load during a 24-h period, in the general population."
116,10.1016/j.ejcnurse.2006.05.001,"Background: Researchers have discovered that blood pressure (BP) varies in a diurnal manner throughout a 24-hour period, being higher during the day and lower at night. Most people have a dipping BP pattern characterized by a nighttime BP that is 10-20% lower than their daytime BP. Individuals who experience a less than 10% reduction in nighttime BP are described as having a nondipping BP pattern. Although controversial, there is a growing body of evidence suggesting that a nondipping BP pattern is associated with a greater risk of target organ damage among individuals with essential hypertension.
Aim: To review the literature on the most common factors associated with nondipping BP patterns among individuals with essential hypertension.
Methods: CINAHL (1982-March 2006), PubMed (1950-March 2006) and Cochrane Library (1966-March 2006) databases were searched using the keywords: dipper, dipping, nondipper, nondipping, ambulatory blood pressure monitoring, ABPM, hypertension, essential hypertension, high blood pressure, blood pressure, nocturnal blood pressure, nighttime blood pressure, diurnal blood pressure, and blood pressure patterns. Published studies, abstracts, dissertations as well as the reference lists of retrieved articles were reviewed. Studies were included if they involved subjects with only treated or untreated essential hypertension or those with samples of both nomotensive and treated or untreated essential hypertensive individuals. Additionally, studies needed to evaluate 24-hour, daytime and nighttime BP patterns.
Results: There is some evidence to suggest advanced age, African-American ethnicity, female sex, postmenopausal status, sodium sensitivity, sleep apnea, sleep quality, anger, hostility, depression, stress, social support, and socioeconomic status have an association with nondipping BP patterns.
Conclusion: Knowledge of the potential factors associated with an altered nighttime BP pattern is of importance because it can help identify persons at risk for nondipping BP patterns and potential target organ damage. Furthermore, knowledge of these factors associated with a nondipping BP profile will lay the foundation for interventions to prevent/treat alterations in nighttime BP patterns."
117,10.1097/00041552-200109000-00010,"The non-dipping pattern of blood pressure (defined as a nocturnal fall of less than 10%) occurs in about 25% of hypertensives, with increased prevalence in certain sub-groups such as diabetics, African-Americans, and patients with renal disease. It almost certainly has multiple causes, including factors such as the levels of activity and arousal during both the day and the night, the depth and quality of sleep, and the activity of the sympathetic nervous system, among others. In patients with uncomplicated hypertension, the reproducibility is relatively low. There is evidence suggesting that the non-dipping pattern may have an adverse prognosis: thus, it appears to predict the progression of renal disease, to be associated with increased target-organ damage (in some studies), and also to predict increased cardiovascular morbidity. Antihypertensive drug treatment can normalize the non-dipping pattern, but the therapeutic consequences of this are unknown."
118,10.1016/s0895-7061(99)00258-7,"Our objective was to compare three different methods of blood pressure measurement through the results of a controlled study aimed at comparing the antihypertensive effects of trandolapril and losartan. Two hundred and twenty-nine hypertensive patients were randomized in a double-blind parallel group study. After a 3-week placebo period, they received either 2 mg trandolapril or 50 mg losartan once daily for 6 weeks. At the end of both placebo and active treatment periods, three methods of blood pressure measurement were used: a) office blood pressure (three consecutive measurements); b) home self blood pressure measurements (SBPM), consisting of three consecutive measurements performed at home in the morning and in the evening for 7 consecutive days; and c) ambulatory blood pressure measurements (ABPM), 24-h BP recordings with three measurements per hour. Of the 229 patients, 199 (87%) performed at least 12 valid SBPM measurements during both placebo and treatment periods, whereas only 160 (70%) performed good quality 24-h ABPM recordings during both periods (P < .0001). One hundred-forty patients performed the three methods of measurement well. At baseline and with treatment, agreement between office measurements and ABPM or SBPM was weak. Conversely, there was a good agreement between ABPM and SBPM. The mean difference (SBP/DBP) between ABPM and SBPM was 4.6 +/- 10.4/3.5 +/- 7.1 at baseline and 3.5 +/- 10.0/4.0 +/- 7.0 at the end of the treatment period. The correlation between SBPM and ABPM expressed by the r coefficient and the P values were the following: at baseline 0.79/0.70 (< 0.001/< .0001), with active treatment 0.74/0.69 (0.0001/.0001). Hourly and 24-h reproducibility of blood pressure response was quantified by the standard deviation of BP response. Compared with office blood pressure, both global and hourly SBPM responses exhibited a lower standard deviation. Hourly reproducibility of SBPM response (10.8 mm Hg/6.9 mm Hg) was lower than hourly reproducibility of ABPM response (15.6 mm Hg/11.9 mm Hg). In conclusion, SBPM was easier to perform than ABPM. There was a good agreement between these two methods whereas concordance between SBPM or ABPM and office measurements was weak. As hourly reproducibility of SBPM response is better than reproducibility of both hourly ABPM and office BP response, SBPM seems to be the most appropriate method for evaluating residual antihypertensive effect."
119,10.1097/HJH.0000000000003026,"Objective: The aim was to compare short-term and long-term reproducibilities of in-office unattended blood pressure (BP), namely automated office blood pressure (AOBP), conventionally measured attended office BP, and self-measured home BP. Methods: A multicentre, clinical study was conducted in Japan, and 287 Japanese outpatients on antihypertensive drug medication were followed-up for 1 year. Results: The intensity of drug treatment was sustained consistently throughout the study period (defined daily doses, 1.62-1.68; P = 0.12). The mean SBP differences between baseline and 1 month later, as well as baseline and 1 year later, were less than 1.5 mmHg, whereas the standard deviations of the differences for home, AOBP, and attended office measurements for the 1-year interval were 7.7, 14.5, and 15.3 mmHg, respectively. The coefficients of variation were significantly smaller for home BP than for AOBP among all patients at both 1-month and 1-year intervals (P < 0.0001). In the 1-month interval, partial correlation coefficients of home BP (r, 0.73/0.88 for systolic/diastolic measures) were significantly higher than of conventional BP (r, 0.47/0.69). However, the correlations converged to the modest level regardless of BP information (r, 0.49-0.54/0.63-0.73) when the 1-year interval was assessed. Results were confirmatory when patients on the same drug regimen (n = 167) were analysed. Conclusion: A higher reproducibility of home BP was demonstrated compared with in-office BP, including AOBP. However, the modest correlations for the 1-year interval support the importance of regular assessment of BP, regardless of in-office or home measurements for treatment of hypertension."
120,10.1101/2022.01.26.22269921,"Measuring blood pressure during pregnancy is an essential component of antenatal care, and is critical for detecting adverse conditions such as pre-eclampsia. The standard approach for measuring blood pressure is via manual auscultation by a trained expert or via an oscillometric self-inflating cuff. While both methods can provide reasonably accurate blood pressure measurements when used correctly, non-expert use can lead to significant error. Moreover, such techniques are uncomfortable and can cause bruising, pain and consequential resistance to use / low compliance. In this work, we propose a low-cost onedimensional Doppler-based method for the detection of hypertension in pregnancy. Using a sample of 653 pregnant women of Mayan descent in highland Guatemala, we recorded up to 10 minutes of 1D Doppler data of the fetus, and blood pressure from both arms using an Omron M7 oscillometric cuff. A hierarchical LSTM network with attention mechanism was trained to classify hypertension in pregnancy, producing an area under the receiveroperator curve of 0.94. A projection of the data into lower dimensions indicates hypertensive cases are located at the periphery of the distribution of the output of the distribution. This work presents the first demonstration that blood pressure can be measured using Doppler (without occlusion) and may lead to a novel class of blood pressure monitors which allow rapid blood pressure estimation from multiple body locations. Moreover, the association of the predictor with the fetal blood flow indicates that hypertension in the mother has a significant effect on the fetal blood flow."
121,10.1101/2023.06.16.23291435,"This paper introduces a novel approach to address the challenges associated with transferring blood pressure (BP) data from oscillometric devices used in self-measured BP monitoring systems. The primary objective of this study is to improve the accessibility and usability of BP data for monitoring and managing BP during pregnancy and postpartum, particularly in low-resource settings. To this end, we developed an automated image transcription technique to effectively transcribe readings from BP devices. The photos of the BP devices were captured as part of perinatal mobile health (mHealth) monitoring systems, conducted in four studies across two countries. The Guatemala Set 1 and Guatemala Set 2 datasets include the data captured by a cohort of 49 lay midwives from 1697 and 584 pregnant women carrying singletons in the second and third trimesters in rural Guatemala during routine screening. Additionally, we designed an mHealth system in Georgia for postpartum women to monitor and report their BP at home with 23 and 49 African American participants contributing to the Georgia I3 and Georgia IMPROVE projects, respectively. We developed a deep learning-based model which operates in two steps: LCD localization using the You Only Look Once (YOLO) object detection model and digit recognition using a convolutional neural network-based model capable of recognizing multiple digits. We applied color correction and thresholding techniques to minimize the impact of reflection and artifacts. Three experiments were conducted based on the devices used for training the digit recognition model. Overall, our results demonstrate that the device-specific model with transfer learning and the device independent model outperformed the device-specific model without transfer learning. The mean absolute error (MAE) of image transcription on held-out test datasets using the device-independent digit recognition were 1.1 and 1.1 mmHg for systolic and diastolic BP in the Georgia IMPROVE and 1 and 0.6 mmHg in Guatemala Set 2 datasets. The MAE, far below the FDA requirement of 5 mmHg, makes the proposed model suitable for general use when used with appropriate error devices."
122,10.1001/jama.2009.1060,"Context: Hypertension is an important preventable risk factor for death among women. While several modifiable risk factors have been identified, their combined risk and distribution in the population has not been assessed. Objective: To estimate the hypothetical fraction of hypertension associated with dietary and lifestyle factors in women. Design, Setting, and Participants: Prospective cohort study of 83,882 adult women aged 27-44 years in the second Nurses’ Health Study who were free from hypertension, cardiovascular disease, diabetes, and cancer in 1991, and who had normal reported blood pressures (defined as 120/80 or less), with follow-up for incident hypertension for 14 years through 2005. We identified 6 modifiable lifestyle and dietary factors for hypertension and defined 6 low risk categories: body mass index (BMI) <25 kg/m2, a daily mean of 30 minutes of vigorous exercise, a DASH style diet, modest alcohol intake up to 10 g/day, non-narcotic analgesic use less than once per week, and intake of 400 μg/day or more of supplemental folic acid. We analyzed the association between combinations of three (normal body mass index, daily vigorous exercise, and DASH style diet), four (three low risk factors plus modest alcohol intake), five (four low risk factors plus avoidance of analgesics), and six (addition of folic acid supplements) low risk factors and the risk of developing hypertension. Main Outcome Measures: Adjusted hazard ratios (HRs) for incident self-reported hypertension and population attributable risks. Results: A total of 12,319 incident cases of hypertension were documented. All six modifiable factors were independently associated with the risk of developing hypertension during follow-up after also adjusting for age, race, family history of hypertension, smoking status, and use of oral contraceptives. For women who had all six low-risk factors (0.3% of the population), the hazard ratio for incident hypertension was 0.22 (95% CI, 0.10-0.51); the hypothetical population attributable risk (PAR) was 78% (95% CI, 49-90%) for women who lacked these low-risk factors. The corresponding hypothetical absolute incidence rate difference (ARD) was 8.37 cases per 1000 person-years. The PARs were 72% (95% CI, 57-82%; ARD=7.76) for 5 low risk factors (0.8% of the population), 58% (95% CI, 46-67%; ARD=6.28) for 4 low risk factors (1.6% of the population), and 53% (95% CI, 45-60%; ARD=6.02) for 3 low risk factors (3.1% of the population). BMI alone was the most powerful predictor, with BMI ≥25 kg/m2 having an adjusted PAR of 40% (95%CI, 38%-41%) compared with BMI <25 kg/m2. Conclusion: Adherence to low-risk dietary and lifestyle factors was associated with a significantly lower incidence of self-reported hypertension. Adopting low risk dietary and lifestyle factors has the potential to prevent a large proportion of new onset hypertension occurring among young women."
123,10.1111/acer.12912,"Background: The detrimental effects of chronic heavy alcohol use on the cardiovascular system are well established and broadly appreciated. Integrated cardiovascular response to an acute dose of alcohol has been less studied. This study examined the early effects of an acute dose of alcohol on the cardiovascular system, with particular emphasis on system variability and sensitivity. The goal was to begin to understand how acute alcohol disrupts dynamic cardiovascular regulatory processes prior to the development of cardiovascular disease. Methods: Healthy participants (N = 72, age 21 to 29) were randomly assigned to an alcohol, placebo, or no-alcohol control beverage condition. Beat-to-beat heart rate (HR) and blood pressure (BP) were assessed during a low-demand cognitive task prior to and following beverage consumption. Between-group differences in neurocardiac response to an alcohol challenge (blood alcohol concentration ~ 0.06 mg/dl) were tested. Results: The alcohol beverage group showed higher average HR, lower average stroke volume, lower HR variability and BP variability, and increased vascular tone baroreflex sensitivity after alcohol consumption. No changes were observed in the placebo group, but the control group showed slightly elevated average HR and BP after beverage consumption, possibly due to juice content. At the level of the individual, an active alcohol dose appeared to disrupt the typically tight coupling between cardiovascular processes. Conclusions: A dose of alcohol quickly invoked multiple cardiovascular responses, possibly as an adaptive reaction to the acute pharmacological challenge. Future studies should assess how exposure to alcohol acutely disrupts or dissociates typically integrated neurocardiac functions. Keywords: Baroreflex; Blood Pressure; Heart Rate Variability; Intoxication; Vascular Tone."
